species,n_records,n_presence_patches,auc_mean,auc_std,accuracy_mean,precision_mean,recall_mean,f1_mean,mcc_mean,kappa_mean,tss_mean
Lycium barbarum,40,35,0.8693877551020408,0.05998750390489419,0.8357142857142857,0.7166666666666667,0.6,0.6386946386946386,0.5483561254547689,0.5359595959595959,0.5142857142857142
Thymus praecox,589,370,0.8693815437058682,0.02191743740704209,0.8412162162162163,0.7769213509926629,0.5135135135135135,0.6158340387949628,0.5405591804768226,0.521562071697127,0.463963963963964
Cotoneaster tomentosus,144,111,0.8693331760171474,0.028144997933112943,0.8288304392236977,0.8259673659673661,0.4142292490118577,0.5409851409851409,0.49635304277328957,0.4514907044226061,0.3811672860991485
Frangula alnus,1798,872,0.8693171591349017,0.012751579023212441,0.819668411078178,0.7494148948030261,0.4185944170771757,0.5366483652653989,0.4645220257917629,0.4358265305472786,0.3719602016727999
Hieracium juranum,43,39,0.869228778467909,0.04545707078305226,0.827016129032258,0.8261904761904763,0.43571428571428567,0.5476190476190477,0.5018855070774544,0.4559609101728938,0.3929606625258799
Globularia bisnagarica,841,438,0.8691878303096786,0.023843165369475547,0.8173414733414734,0.7360555859719764,0.4223876698014629,0.5312343270225353,0.45752656204598197,0.42965633988034135,0.37141387942036397
Salix eleagnos,485,314,0.8691815326501734,0.023997869948285875,0.8296180357933347,0.7702741702741702,0.4521249359959037,0.5691078703356972,0.4983448964288528,0.4720838542439149,0.40752851586756866
Dactylorhiza maculata,5585,2774,0.8690721909417393,0.010428107497285621,0.8264242881908498,0.7228366036997451,0.4960431912056461,0.5882554387994707,0.49687403652187256,0.4830815583777069,0.43259688432183924
Cotoneaster bullatus,57,51,0.8690205278592377,0.06338623925321311,0.8286585365853659,0.8414285714285714,0.39090909090909093,0.5241984486102134,0.49049435941282926,0.43836847713593086,0.3648875855327468
Trifolium rubens,519,368,0.8690153021619581,0.01302121196782332,0.8165732733771474,0.7521893265371526,0.3909292854498334,0.5111543975109687,0.4480569516807715,0.41358803631643426,0.3492633043720875
Pleurochaete squarrosa,46,33,0.8689974937343358,0.06414617196150886,0.8102564102564103,0.76,0.33809523809523806,0.44878787878787885,0.41392083885159014,0.36439096735581533,0.3075689223057644
Didymodon acutus,40,23,0.868901098901099,0.08596142871183808,0.7725146198830409,0.5333333333333333,0.17,0.24666666666666667,0.22014964101822748,0.17753297425142972,0.14142857142857146
Jasione montana,212,136,0.8688687827501438,0.023276282641480885,0.8032959565069657,0.7083492822966507,0.35291005291005295,0.45880115308032926,0.39618371852532086,0.3607739970268166,0.3062975867853916
Potentilla pusilla,75,53,0.8688123167155425,0.04828012000093268,0.8491694352159469,0.925,0.44000000000000006,0.5796031746031746,0.5657841680901093,0.5072639178644013,0.42729838709677426
Nicotiana tabacum,251,139,0.8687896711562804,0.02465213945871202,0.8165862290862291,0.6971212121212121,0.4978835978835979,0.5655518394648829,0.47525497019190566,0.45692073147391365,0.4211767705743609
Porella platyphylla,333,255,0.868717160066641,0.014026736913866593,0.807843137254902,0.710067352002836,0.39215686274509803,0.504884063142785,0.4249745933565805,0.39778159340659347,0.338562091503268
Symphyotrichum salignum,119,79,0.8687078900709221,0.0371426978682973,0.8228670634920636,0.7075324675324676,0.4525,0.5492430532430532,0.4660662942846451,0.44859764612437436,0.39780141843971634
Scilla bifolia,1235,838,0.8687037711115233,0.02421638625052805,0.8245723691527459,0.7225235777129347,0.4856002281151982,0.579239117437289,0.4898275595502975,0.47414117048306625,0.42314230632324074
Actaea spicata,1087,790,0.8686695508198472,0.015362469569219307,0.8300632911392405,0.7233554581012209,0.5202531645569621,0.6042200030364049,0.5113987342159618,0.49986445889284037,0.45358649789029537
Glyceria notata,212,171,0.8685243486315143,0.017555109266092245,0.8172713610991842,0.7963363171355498,0.37495798319327733,0.5020846233230134,0.4556298049284506,0.408941750836615,0.3399303799189579
Juglans nigra,105,89,0.8685013907729408,0.035449036758448196,0.8397887323943662,0.7481792717086835,0.5751633986928104,0.641198752228164,0.5543725516704574,0.540913094677409,0.50374481029309
Groenlandia densa,120,80,0.8684895833333334,0.04218428485690953,0.84375,0.8167132867132867,0.5125,0.6198020370434164,0.5563145263888336,0.5283607892175823,0.4666666666666667
Carex alba,583,431,0.8683337498848213,0.02375476250963583,0.8254196157735085,0.7655635904116147,0.4362469927826784,0.5545274510277892,0.4846897767178217,0.456198557196144,0.3913875153650615
Orchis purpurea,739,403,0.8683002470109535,0.015268657782959725,0.8250658615849085,0.7223911452348721,0.48648148148148146,0.5794271837268442,0.490608014161331,0.47493841997546377,0.4244568595549357
Artemisia abrotanum,131,114,0.868282064501346,0.04726911637918958,0.8136168179646441,0.6605244996549344,0.5446640316205533,0.5885749580513939,0.47953920353556984,0.47096302364144604,0.44824459428039987
Centaurea nigra,143,104,0.8681974008241289,0.06215217484686181,0.8749569707401033,0.9041514041514042,0.5580952380952381,0.685826330532213,0.6443706254052165,0.6146169974278293,0.5388940092165898
Juncus bufonius,175,143,0.8681418934855418,0.021130078660556058,0.8339282990083905,0.818095238095238,0.43374384236453195,0.5664881371858116,0.5123601393627182,0.4754378329819919,0.40113098326740476
Hypericum montanum,492,410,0.8680646440610748,0.017967253060271426,0.8317073170731707,0.74529532695844,0.5,0.5967822419802034,0.5126074711746947,0.4958687410037713,0.44227642276422763
Lathyrus tuberosus,172,146,0.8680298226017606,0.021856749368357853,0.8253315649867373,0.7109382151029748,0.5137931034482759,0.5907697815968492,0.49815762049544415,0.4845721512928171,0.44312957157784744
Cardamine asarifolia,35,23,0.868021978021978,0.10932624566767321,0.8467836257309941,0.7428571428571429,0.6,0.6436507936507937,0.5690229747125969,0.5502468118259511,0.5263736263736265
Mentha suaveolens,74,64,0.8679504481123914,0.06523380572062192,0.8282051282051281,0.7828571428571429,0.43717948717948724,0.5570607678616831,0.4938066805334483,0.4617754707459891,0.3954790823211875
Descurainia sophia,90,57,0.8679449961802902,0.11015884599247575,0.855072463768116,0.85,0.509090909090909,0.635032679738562,0.5813082495401409,0.5523237849410535,0.47967914438502673
Tortella tortuosa,253,192,0.8678876553626023,0.021919289086270104,0.8463542992954759,0.8148240165631468,0.5,0.61777830702532,0.5545775557479681,0.5288633718246224,0.4618290854572713
Juniperus communis,3880,2265,0.8678673937302946,0.00406322172288097,0.8246136865342164,0.728052284975333,0.47682119205298007,0.5760892154529607,0.4884095084243095,0.471537731701355,0.4173657100809419
Verbascum blattaria,132,111,0.8678084603929687,0.04333914710914135,0.8017875383043922,0.6364668174962292,0.48577075098814226,0.5453948914589647,0.43243894981304176,0.4230808140990706,0.3926002399071834
Inula montana,41,21,0.8677564102564101,0.06469203329311601,0.8463235294117647,0.6033333333333333,0.61,0.6002164502164502,0.5327951769301738,0.5276713008961632,0.5305128205128206
Lunaria rediviva,1574,674,0.8677202119081755,0.025202434301731663,0.8289988318559747,0.7624384667095543,0.45992260917634054,0.571825720033906,0.4980700935376178,0.47356824444850726,0.4119517009744092
Niphotrichum elongatum,28,24,0.8677142857142858,0.07703013516381758,0.791578947368421,0.7,0.21000000000000002,0.3142857142857142,0.3218506325399797,0.2524046118230695,0.19666666666666663
Veronica spicata,535,357,0.8676536518733254,0.022399235689920683,0.822110170531223,0.7624625322915108,0.4282472613458529,0.5451176610781076,0.47577960525082047,0.4453893895144015,0.3815356769076873
Asplenium trichomanes,4036,2314,0.8675469337348138,0.009369111892411153,0.8244378440000327,0.7193978104430722,0.48835002290725826,0.5815497064032059,0.4900182060584862,0.4756212426890811,0.42482174493894825
Lophocolea heterophylla,94,81,0.8674238445378151,0.029644434046404888,0.8333173076923078,0.754906204906205,0.4661764705882353,0.569737260402057,0.5005956112959493,0.47710648841390657,0.42093837535014006
Heterocladiella dimorpha,26,24,0.8673333333333334,0.05643980197666833,0.7721052631578946,0.5333333333333333,0.21000000000000002,0.2942857142857143,0.24694342293263366,0.2101570642214073,0.16904761904761906
Straminergon stramineum,66,49,0.8673180076628352,0.07366388386945419,0.8057692307692307,0.6947619047619048,0.38666666666666666,0.49260504201680666,0.4132735392513573,0.38662644941286545,0.33218390804597697
Artemisia dracunculus,131,120,0.8671296296296298,0.028645774878354104,0.8229166666666666,0.6717703349282297,0.5666666666666667,0.6143947053957165,0.5039186315076298,0.500684811237928,0.475
Symphyotrichum expansum,76,49,0.8671264367816092,0.09019759287441224,0.8215384615384614,0.7992857142857142,0.4288888888888889,0.5451554980966746,0.48663662407547914,0.44629706321127127,0.38153256704980837
Thymus vulgaris,200,181,0.8668252095112443,0.026421051930078633,0.7969252873563218,0.6202447316037579,0.5027027027027027,0.5537038854843015,0.42916094193849724,0.4241888899533997,0.39763984167653893
Pogonatum aloides,73,56,0.8668098093231784,0.04593840228533369,0.8394949494949495,0.8892857142857142,0.42878787878787883,0.5573934837092731,0.5332996069926182,0.4777931810954271,0.4047237076648841
Rhynchostegium riparioides,106,56,0.8667719980554205,0.05012023950034408,0.843939393939394,0.8321428571428571,0.48484848484848486,0.6029239766081871,0.5497484925404839,0.5161194496560351,0.4493761140819964
Rosulabryum capillare,159,128,0.8666965665913035,0.020875307785209456,0.8163335237007423,0.7438482570061516,0.42153846153846153,0.5335360135360134,0.45953854819997436,0.42994264734251,0.3695562332404438
Symphyotrichum lanceolatum,213,133,0.866601031411158,0.050339624491015124,0.8308940222183037,0.7525902992776058,0.48945868945868937,0.5923892155917606,0.5100960450053977,0.4915133569836769,0.4342688160409679
Potentilla reptans,1673,1175,0.8665845782405313,0.012635268407220304,0.827659574468085,0.7369193547138391,0.48340425531914893,0.5835018637374165,0.49792678197346396,0.4807789591568111,0.42581560283687947
Eragrostis pilosa,24,21,0.8665384615384614,0.10820421679042574,0.7977941176470588,0.6,0.33999999999999997,0.4095238095238095,0.35821231633315487,0.32834616184730603,0.29256410256410254
Frullania dilatata,417,323,0.8665162207290866,0.01862517270754874,0.8328155397922838,0.783437882648409,0.45822115384615386,0.5780135550723785,0.5096779061343224,0.4825832914050812,0.4158943550640376
Corydalis cava,1225,785,0.8665097975577103,0.004670728931805932,0.8238853503184714,0.7217109519832292,0.48152866242038217,0.5767171618913971,0.48713695219297054,0.47131501279526944,0.41953290870488325
Sherardia arvensis,404,291,0.8665094073986636,0.022053035402851424,0.8049763208524492,0.6779654565950777,0.43985973115137345,0.5294252696537712,0.43136071234651513,0.41361580238707846,0.3665132615290418
Blackstonia perfoliata,301,210,0.8664399092970522,0.03791183099184818,0.8178571428571428,0.7746182947487295,0.3904761904761905,0.5166655096061941,0.4578170361064582,0.41919165199320635,0.35079365079365077
Senecio viscosus,126,98,0.8664133009320496,0.06456822359830905,0.8291788380395975,0.8706204906204906,0.3778947368421052,0.5217075763193673,0.49642609865561715,0.4378875270112843,0.3574388630840691
Silene latifolia,1118,814,0.8663519922377517,0.0073115767476104295,0.8138814282887111,0.6859581484346375,0.4729758388245096,0.5595520519505317,0.4592091695263606,0.4465970164728203,0.4005002278419088
Epipactis purpurata,232,148,0.8662149390064926,0.03371276808967363,0.8462897023216065,0.8564602683178535,0.46551724137931033,0.6002600724207218,0.5536899776089143,0.5156552208817016,0.438474340460005
Stachys alpina,701,506,0.8661961713521075,0.021760357596450744,0.8255800024446888,0.7413576274971889,0.4683944865074743,0.5734830761651543,0.4907035806872453,0.47068697833382406,0.41305750544094655
Dictamnus albus,579,214,0.8660831251555969,0.048603698752987035,0.81187270501836,0.742821521570042,0.3929125138427464,0.5047008699085309,0.4390489927993861,0.40401493523110077,0.34462036267995566
Lactuca virosa,84,59,0.8660293410293411,0.044702602042781134,0.8179964539007092,0.8342857142857143,0.35757575757575755,0.4974458204334365,0.4626440210158556,0.40626334228776473,0.32932178932178935
Ranunculus bulbosus,1109,713,0.8659862847799416,0.006068792201206187,0.8229299167357974,0.7210582818924427,0.48254703043435443,0.5750170068977656,0.4860059255984754,0.46922382440130006,0.4189671753269981
Orchis militaris,1516,740,0.8659362064767471,0.01588816972636999,0.8172297297297296,0.7392523686477175,0.4135135135135135,0.5299005682852049,0.45575353717976635,0.4278275079389604,0.3653153153153153
Potentilla recta,535,377,0.8658719649109129,0.02249696469205669,0.8116785109238522,0.6954739724611848,0.44814035087719306,0.5443598460690048,0.44945048751200556,0.4322691040845214,0.3809772773128095
Viola odorata,844,630,0.8657512387671117,0.01471992513880642,0.8190476190476191,0.6969802551778794,0.4888888888888888,0.5742163125529748,0.4758909364089819,0.4638981335212744,0.417989417989418
Carex vesicaria,144,92,0.865687134502924,0.02485296092078681,0.8533876342095521,0.892121212121212,0.47953216374269003,0.6108517400286033,0.5775077308713723,0.5338064666496779,0.4579087871193135
Pinguicula vulgaris,951,593,0.8656528288892732,0.009003016372206676,0.8271543415500776,0.7411374623038494,0.4756302521008403,0.5785623750884582,0.495431251176454,0.4764611466739823,0.41998853663953317
Satureja montana,85,70,0.8656462585034014,0.03795223402112481,0.8035714285714285,0.6740981240981241,0.45714285714285713,0.5366188594014681,0.4359744244417295,0.41838497838497835,0.3761904761904761
Asplenium csikii,43,33,0.8656265664160401,0.09041764224535145,0.7883190883190883,0.42000000000000004,0.24761904761904763,0.3044444444444444,0.2598730719819451,0.24668531198209126,0.2170927318295739
Viola palustris,703,231,0.8655773446641069,0.02237898097478713,0.8387544065804937,0.8031217948717948,0.4759481961147086,0.5945205359733482,0.5308095093099154,0.5023781168292591,0.4355665883574362
Agrostemma githago,712,603,0.865553461785961,0.016193205505716304,0.8138578902605603,0.6792758771159224,0.48774104683195596,0.5663075857753206,0.46297914294139053,0.45215051203191325,0.4103501284193206
Agrostis gigantea,258,92,0.8655491000227842,0.04171445816937906,0.8504998148833766,0.8831002331002331,0.4578947368421053,0.5938130686517783,0.5625592578119558,0.5175269927343971,0.4397778537252221
Orthotrichum stramineum,85,71,0.8655312977904341,0.03577631684677241,0.8452380952380952,0.8033333333333333,0.5076190476190476,0.6200263504611331,0.5525187281630173,0.5293070871166214,0.4655370985603543
Lycopus europaeus,1043,597,0.8654044554906666,0.010081906779702627,0.8220318763541311,0.7490276070139947,0.432156862745098,0.5469617999882066,0.47302801245365134,0.4464540761410416,0.3841401807762522
Ranunculus arvensis,69,54,0.8653684573002755,0.05479633066987614,0.805813953488372,0.809090909090909,0.3690909090909091,0.48270112240700475,0.4403803178530154,0.3824252040263138,0.3196590909090909
Cotoneaster divaricatus,60,56,0.8653324690757845,0.06940249194954728,0.7811111111111111,0.6333333333333333,0.3757575757575758,0.4392004627938132,0.3530542217423669,0.32098959087708806,0.29233511586452765
Euphorbia palustris,172,47,0.8652983032293378,0.0812092428832121,0.8298719772403983,0.7547619047619047,0.47555555555555545,0.5692717086834734,0.5012584178698793,0.4757305832107289,0.42580186097427475
Epipactis helleborine,1811,1130,0.8652191505468976,0.01177817882869323,0.8216814159292035,0.7097647079757088,0.4858407079646018,0.5766299203110916,0.48230465269274625,0.46867818389885424,0.4194690265486726
Heliopsis helianthoides,36,32,0.8651002506265664,0.07137897851875451,0.8203076923076923,0.7833333333333333,0.43809523809523815,0.5545299145299146,0.4858870030312172,0.45120715729601946,0.3854636591478696
Trifolium alpestre,279,199,0.8650325720031603,0.04160467954265874,0.8241509433962264,0.74060229625447,0.447051282051282,0.5526481845028964,0.4779265510427426,0.45350729734032635,0.39681318681318684
Coronilla vaginalis,256,121,0.865027397260274,0.01980258224922784,0.8306271477663231,0.802014652014652,0.4296666666666667,0.5593670593670594,0.5009662280745042,0.4659998537739005,0.3938980213089802
Teucrium montanum,1110,659,0.8650173856645498,0.01122808947407353,0.8235969754470703,0.7153638328166496,0.4916724496877169,0.5819613980914712,0.48898334159310536,0.4750999196500779,0.425926381410003
Stellaria nemorum,1150,824,0.8649979977276046,0.010245849392254066,0.8258449441302249,0.7445337706679261,0.46238728750923874,0.5703393577321536,0.48951269494546673,0.46852088221938387,0.40939256293556686
Herniaria glabra,246,199,0.8649723568914744,0.032180850393239736,0.8115723270440253,0.7078671328671329,0.43166666666666675,0.5288739630756248,0.4446896475601109,0.4209940537325445,0.3697338935574229
Colchicum multiflorum,63,61,0.8649370524370523,0.0670766672165679,0.8235544217687074,0.82,0.37948717948717947,0.5011764705882353,0.4691710692991233,0.41813180945496614,0.352009702009702
Lactuca serriola,1156,928,0.8648209554457802,0.012735244267364667,0.8033469615785063,0.6508143594304181,0.45805289160127866,0.5367218852534513,0.4278187628570377,0.4170577236401501,0.37651768888373993
Acer campestre,5999,3934,0.8646820095845223,0.008003856753274903,0.8124680975285956,0.6967269249214569,0.4428066125428803,0.5413866958501821,0.4483304206760577,0.4307965177243222,0.37849513148415054
Anomodon viticulosus,362,280,0.8646258503401361,0.027999523099944624,0.8232142857142858,0.737170826904236,0.46428571428571425,0.5625405888011434,0.4829950802424815,0.4604808078545354,0.4071428571428572
Lonicera ligustrina,32,29,0.8645969498910675,0.08067005948875117,0.7764492753623189,0.7,0.24,0.3476190476190476,0.3040868140556484,0.24634742587345607,0.1949019607843137
Orobanche caryophyllacea,578,432,0.864587247786927,0.012390375879029924,0.8061171148529782,0.6707364621032591,0.44664528201015763,0.534691278169539,0.43325612921801815,0.41859037510767105,0.37257340793828375
Vicia hirsuta,304,227,0.8644967050609518,0.03404706048944965,0.799605367008682,0.707248366013072,0.35681159420289854,0.4717390551819566,0.3976089390131781,0.36352930132993116,0.3039992283806573
Impatiens noli-tangere,1219,849,0.8644569576214772,0.009969398695711175,0.8265585203153425,0.7447906269931224,0.4688339714584059,0.5730163335275151,0.49280483011811926,0.47171636379978066,0.4146608523089779
Bromus madritensis,23,22,0.8644505494505494,0.1584466774516256,0.8398692810457516,0.8,0.35,0.4776190476190476,0.4806659409683027,0.4242269107775779,0.35
Pterigynandrum filiforme,156,114,0.8644486115463541,0.03149972499855892,0.8267080745341614,0.7823676323676324,0.4296442687747035,0.5538597420950362,0.4893548869387437,0.4571699573224831,0.3886383011702705
Leontodon hispidus,1673,987,0.8644414813202423,0.014690781432065163,0.8237031332723685,0.7522108731163849,0.4386863559452392,0.5535961801835599,0.4791593492246206,0.4533564367237782,0.3907293348431928
Ulmus laevis,50,38,0.8643845285149633,0.07308667957801597,0.8154838709677419,0.7266666666666667,0.425,0.5254079254079254,0.45233797076972515,0.423952356913514,0.37203557312252966
Impatiens parviflora,2175,1519,0.8643496030817943,0.013286744747781139,0.8159988899718431,0.7167768275150463,0.43578252562098313,0.5407177376879483,0.4561387538363678,0.4345668166075803,0.37850524212684716
Amelanchier ovalis,1300,752,0.8642654678399543,0.011049802114980986,0.8248014107163586,0.7307199097420541,0.477430463576159,0.5763883426137402,0.4897521902294373,0.47212665852468544,0.4180314878486704
Cirsium oleraceum,5885,3214,0.864263179967095,0.01368719976355092,0.8197728219953022,0.709974602471841,0.47262200646308433,0.5673632752636733,0.4745085587937531,0.4592642661338665,0.40811144587765436
Trentepohlia aurea,39,32,0.8641854636591478,0.09162601520594993,0.8593846153846154,1.0,0.43809523809523815,0.5833333333333333,0.5949325637415731,0.5244107293310667,0.43809523809523815
Buglossoides arvensis,125,87,0.864080034529535,0.04355763184308233,0.8391718426501036,0.7908158508158508,0.484313725490196,0.5978835978835979,0.5306701610865394,0.5057038633882216,0.4421511710634907
Fuscocephaloziopsis lunulifolia,34,25,0.8640000000000001,0.07792874237974645,0.82,0.7,0.36,0.44761904761904764,0.42588210293767814,0.3831168831168831,0.33333333333333326
Datura stramonium,1076,861,0.8639809607759714,0.008786940816503871,0.806335015357613,0.6607645890910787,0.4669444817851862,0.5465286452093243,0.438884465305728,0.4280603640240973,0.38642853558393564
Pellia epiphylla,42,35,0.8639455782312926,0.0939662402711946,0.8142857142857143,0.75,0.42857142857142855,0.5395804195804195,0.46314498139017174,0.4325490196078432,0.3714285714285714
Malva neglecta,313,260,0.8638806706114398,0.0062941812053805635,0.7971153846153846,0.6316780258519389,0.45,0.5208565319808254,0.4095908116137477,0.39837528176370335,0.3628205128205128
Ophrys sphegodes,233,111,0.8638794886508885,0.023615284197152198,0.8041368743615935,0.703030303030303,0.3691699604743083,0.4839623121976063,0.40743505107833994,0.3776671948092304,0.3181975498004051
Gymnadenia conopsea,5054,2402,0.8638124388381003,0.010800412288842567,0.8281646904984126,0.7376227715021908,0.4858437283437283,0.5853397080888445,0.4997896261525664,0.4828016026139431,0.42811326492883595
Cephalanthera rubra,2189,1265,0.8637618668208116,0.004883242305288074,0.8258893280632412,0.7311990327078787,0.48142292490118577,0.5799209765163309,0.4929279531085415,0.4760331897409385,0.4221343873517787
Schoenus nigricans,644,155,0.8637530350329519,0.025149114251259812,0.8467741935483872,0.8791666666666668,0.4516129032258065,0.5958295942490471,0.5568323203534273,0.5129622132253712,0.4301075268817205
Lolium giganteum,371,308,0.8635626873165672,0.045880049932411515,0.8206477732793523,0.739082564944634,0.4418826017979904,0.5509105180533752,0.4721527626665544,0.44796553548372414,0.38888025162172724
Potentilla erecta,5178,2527,0.8635324932915669,0.011221350107225863,0.8209334627362251,0.72476266506283,0.4578546550307204,0.5611227784214898,0.47475750871162264,0.4557428968489453,0.3998149015247207
Sisymbrium strictissimum,64,31,0.863519910888332,0.1296014770724498,0.8140000000000001,0.62,0.3619047619047619,0.40909090909090906,0.38457362130428974,0.3510020362233416,0.32974101921470345
Carex ornithopoda,493,347,0.863461493693187,0.010367517853813967,0.8335766044204348,0.7874530680413032,0.46099378881987574,0.5799950508254517,0.5129451010676815,0.4851321206375932,0.4187367037996329
Koeleria macrantha,66,51,0.8634369501466276,0.02861618619052056,0.8235365853658536,0.7728571428571428,0.46909090909090906,0.564240465416936,0.49545372519093756,0.4633411572582828,0.40995112414467255
Oxalis stricta,306,254,0.863399603391408,0.04238325516239155,0.8248478701825558,0.7667047561263358,0.4211764705882353,0.5404345585709378,0.47664694205960334,0.4454008252820733,0.3804901960784314
Phragmites australis,3012,1245,0.863377472406359,0.013567471122800503,0.8238955823293173,0.7612804165489182,0.42811244979919677,0.5472977107978828,0.47777307825558707,0.4489351781031539,0.38393574297188754
Lophocolea bidentata,47,45,0.8633744855967078,0.08153550189995394,0.8,0.7761904761904762,0.31111111111111106,0.41348484848484846,0.3874628251478124,0.32733333333333337,0.274074074074074
Capsella rubella,53,45,0.8633744855967078,0.08190851229382536,0.7944444444444445,0.6473015873015873,0.4444444444444445,0.5111811391223156,0.40860858065362515,0.39029116455203416,0.3555555555555555
Hypnum cupressiforme,852,599,0.8633663592023005,0.02073651618047793,0.8192788796102992,0.7443422173750042,0.4307703081232493,0.5445448741360164,0.46786752573051305,0.4413542199384226,0.37956789400997165
Daphne alpina,101,77,0.8632947887758249,0.0654385735174553,0.8150713907985192,0.7616666666666667,0.37249999999999994,0.4769760497124489,0.43421984181699197,0.38846113719507447,0.33373959296947275
Allium sphaerocephalon,226,159,0.8632506543576686,0.03165136191381371,0.844365157480315,0.8318045112781954,0.4780241935483871,0.6051282051282051,0.5488905237249122,0.5169712225612513,0.4445373514431239
Pilosella lactucella,255,178,0.8632400993078123,0.03789616611235146,0.8287107258938246,0.7548476064997806,0.46682539682539675,0.5752245930756498,0.4981585473869591,0.4759002835788081,0.41628757280846856
Tortula muralis,258,201,0.8632373765369884,0.028150919310897127,0.8209239130434783,0.729441167528124,0.45804878048780484,0.5588084366166558,0.47588543390143234,0.4544866245934379,0.4000184774575019
Geranium rivulare,82,66,0.8632361228515075,0.033324703769290476,0.8635703918722786,0.9168831168831169,0.5142857142857143,0.6452864782276546,0.6141640266294262,0.5712479159913199,0.4941575091575093
Rosulabryum moravicum,52,46,0.8631804820693709,0.036942090630677396,0.8205705705705706,0.8933333333333333,0.34888888888888886,0.48598734598734594,0.47539022890559124,0.4030858401732302,0.3269312169312169
Allium ursinum,8779,4519,0.8631522330883896,0.004577554706256037,0.8141739035973512,0.677416937847652,0.48949029292721413,0.5681662508580898,0.46351985937009194,0.45373308626431064,0.4118919799251216
Orlaya grandiflora,375,212,0.8631166970771096,0.021605047926425574,0.8207657500870171,0.678575266080337,0.5473975636766335,0.6033010688753981,0.4959846426391789,0.48966535011302587,0.4592824061963185
Euphorbia dulcis,1363,1028,0.8630974202367938,0.017925818023102075,0.8212539134907895,0.7334445305956435,0.44751124792801333,0.5555639851723987,0.4736313076026054,0.45190592021274245,0.39335624571790573
Calendula officinalis,188,170,0.8630911188004614,0.03560979735222032,0.8117647058823529,0.688980056980057,0.47058823529411764,0.5533856910366259,0.45602987248067234,0.4402313861159336,0.39607843137254894
Iris pseudacorus,2635,1372,0.8630035215966874,0.006916817487267099,0.8143187331569954,0.705368186352168,0.44681619110816195,0.5461516168741584,0.4552793404534297,0.43673228765484484,0.38364775689282377
Brachythecium tommasinii,34,30,0.8629629629629629,0.08351831321318277,0.8333333333333334,0.7666666666666667,0.4666666666666667,0.5566666666666668,0.5013767921178427,0.46984126984126984,0.42222222222222217
Cardamine impatiens,597,492,0.8629255227681378,0.016781130616476778,0.809968871494814,0.7093287392842773,0.4065553494124923,0.5164240506329114,0.43369923227576346,0.40898300348483846,0.3510102280199132
Syntrichia norvegica,46,34,0.8629251700680272,0.08838041201537165,0.7796296296296296,0.6,0.38095238095238093,0.4632167832167832,0.3483967418907937,0.33285907474913956,0.2928571428571428
Ilex aquifolium,6717,3894,0.8629117430167355,0.006003656971446734,0.81278924908874,0.690608365601417,0.4550653233497563,0.5485293879579205,0.4518596149482634,0.4366953238393365,0.3870979975427563
Orobanche reticulata,61,46,0.8627572016460905,0.03656303914607598,0.8045045045045045,0.6599999999999999,0.4111111111111111,0.4932964094728801,0.40719054471964145,0.387889282201028,0.3460317460317461
Dactylorhiza incarnata,556,331,0.8627092858221364,0.014676395163779457,0.813444825614637,0.8060366993922393,0.335187697874265,0.47183707557720195,0.4364862645053056,0.3816227940603342,0.3080063365220494
Pogonatum urnigerum,66,58,0.862649605296664,0.08143676067091607,0.8021276595744681,0.6511904761904762,0.32727272727272727,0.42509509066784607,0.36358862726524926,0.33702820856235394,0.2871046600458365
Lonicera caprifolium,96,84,0.862634371395617,0.0446807656408284,0.8157155399473222,0.7668131868131869,0.4279411764705882,0.5410144927536232,0.4697029409471156,0.4353377374698272,0.3725686274509804
Dianthus armeria,437,365,0.8625883530368424,0.022054550757444363,0.8143835616438355,0.7083210384753161,0.4438356164383562,0.541748233438794,0.4545316436922032,0.43396845735451556,0.3817351598173516
Carex brunnescens,38,20,0.8625,0.02124591463996993,0.75,0.3866666666666666,0.35,0.3571428571428571,0.23779010343731932,0.23254079254079257,0.2333333333333334
Homalothecium sericeum,194,160,0.8625,0.02945817862995682,0.80625,0.7168421052631578,0.375,0.4887806027931184,0.4165771191999267,0.3845025154903984,0.325
Liriodendron tulipifera,68,52,0.8624761730205279,0.05483466759159498,0.7977932636469222,0.6342857142857143,0.4581818181818182,0.5284033613445378,0.41483280534985656,0.4043427729107341,0.3680608504398827
Caragana arborescens,28,21,0.8623076923076922,0.10194557081248809,0.8345588235294118,0.7666666666666666,0.58,0.639047619047619,0.5600917770352118,0.5374208785133531,0.5017948717948718
Tagetes minuta,23,22,0.8623076923076922,0.12060988998473621,0.8411764705882353,0.8333333333333333,0.47000000000000003,0.5761904761904761,0.5356832852638724,0.4975223088011214,0.43923076923076926
Pulmonaria officinalis,476,343,0.8622462203590576,0.017006783268211357,0.8309090909090908,0.7645956407658534,0.46624040920716114,0.5781879968405741,0.5039220676765049,0.4805071092773664,0.4186249699459724
Mycelis muralis,2609,1862,0.8622354710632031,0.008885109593888392,0.8226362452165995,0.7256011350310247,0.46779094237366314,0.5685814047116216,0.48131311451585546,0.4634819487430774,0.4087148328738689
Crocus tommasinianus,138,117,0.8621992097512612,0.05195504658275665,0.8312971859986273,0.7446491228070176,0.5137681159420291,0.6031928658856442,0.5175751815860532,0.5008547375024216,0.4509512145335782
